batch_size,test_batch_size,f1_score_session_1,f1_score_session_2,f1_score_session_3,f1_score_session_4,f1_score_session_5,f1_score_session_6,f1_score_session_7,f1_score_session_8,f1_score_session_9,f1_score_session_10,f1_score_session_11,f1_score_session_12,f1_score_session_13,f1_score_session_14,f1_score_session_15,f1_score_session_16,f1_score_session_17,f1_score_session_18,f1_score_session_19,f1_score_session_20,f1_score_session_21,average_f1_score
100,100,0.7553501556584393,0.7909164539233584,0.8450313548255183,0.8956708233574734,0.8794391358810065,0.8753941441441441,0.8095277675528694,0.7697075548812402,0.9186191293658866,0.9255669518176288,0.8975391651592204,0.9363776084993994,0.9034558304631297,0.8541157538219718,0.8203489231482184,0.83537966546721,0.9336638094254536,0.909538041511112,0.836645920633465,0.8025078369905957,0.8684714710776108,0.8601555951240453
